classification_ethnologue,classification_glottolog,classification_wals,code_glottolog,code_iso,code_wals,description,ethnologue_family,glottolog_family,id,jsondata,latitude,long_extinct,longitude,markup_description,name,number_of_speakers,pk,recently_extinct,txt,wals_family,wals_genus,wordlist_pk,year_of_extinction
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic",IE.INDIC,shin1264,scl,sna,,Indo-European,Indo-European,BAGROT_SHINA,{},36.0,False,74.0,,Bagrot Shina,562400,2230,False,"BAGROT_SHINA{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic}
 1   36.00   74.00      562400   sna   scl
1 I	%mo* // loan from Urdu
2 you	%tu // loan from Urdu
3 we	beh //
11 one	%Ek // loan from Urdu
12 two	%du // loan from Urdu
18 person	 //
19 fish	Ch~umo, Cimo //
21 dog	Su* //
22 louse	 //
23 tree	tom //
25 leaf	poto //
28 skin	Com //
30 blood	 //
31 bone	o*ti //
34 horn	%SiN // loan from Urdu
39 ear	kon //
40 eye	oCh~i //
41 nose	noto //
43 tooth	don //
44 tongue	jip //
47 knee	 //
48 hand	 //
51 breast	titiro //
53 liver	 //
54 drink	 //
57 see	 //
58 hear	 //
61 die	 //
66 come	 //
72 sun	%suri // loan from Urdu
74 star	%toro // probably loan from Urdu
75 water	wei //
77 stone	both~ //
82 fire	ogor //
85 path	pon //
86 mountain	 //
92 night	%roti // loan from Urdu
95 full	 //
96 new	%no*u* // loan from Urdu or Pashto
100 name	%no*m // loan from Urdu",,indic,2230,
"Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto","Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto",IE.IRANIAN,nort2646,pbu,,,Indo-European,Indo-European,BAJAUR_PASHTO,{},34.82,False,71.68,,Bajaur Pashto,21038000,2389,False,"BAJAUR_PASHTO{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto|@Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto}
 1   34.82   71.68    21038000         pbu
1 I	z3 //
2 you	t3 //
3 we	mu*Nga //
11 one	y3o //
12 two	dw~a //
18 person	s3re //
19 fish	m3ye //
21 dog	spe //
22 louse	 //
23 tree	w3na //
25 leaf	pana //
28 skin	post3ke //
30 blood	win3 //
31 bone	haduke //
34 horn	xk3r //
39 ear	xw~3g //
40 eye	st3rga //
41 nose	poza //
43 tooth	xax //
44 tongue	jiba //
47 knee	 //
48 hand	las //
51 breast	sina //
53 liver	 //
54 drink	sk3 //
57 see	 //
58 hear	wred3 //
61 die	m3r //
66 come	rax //
72 sun	nw~3r //
74 star	store //
75 water	oba //
77 stone	kane //
82 fire	wor //
85 path	lar //
86 mountain	 //
92 night	Spa //
95 full	 //
96 new	n3we //
100 name	num //",,iranian,2389,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Panjabi,WesternPanjabi","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Sindhi-Lahnda,Lahnda,Hindko",IE.INDIC,nort2662,hno,,,Indo-European,Indo-European,BALAKOT_HINDKO,{},34.55,False,73.35,,Balakot Hindko,1880000,2231,False,"BALAKOT_HINDKO{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Panjabi,WesternPanjabi|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Sindhi-Lahnda,Lahnda,Hindko}
 1   34.55   73.35     1880000         hno
1 I	me* //
2 you	tu* //
3 we	3si //
11 one	ek //
12 two	do //
18 person	j3na, b3nda //
19 fish	m3Ch~i //
21 dog	kut3 //
22 louse	 //
23 tree	buta //
25 leaf	p3t3r //
28 skin	C3m3ri //
30 blood	r3t //
31 bone	h3di //
34 horn	siNg //
39 ear	k3n //
40 eye	3kh~ //
41 nose	n3k //
43 tooth	dh~3nd //
44 tongue	jib //
47 knee	 //
48 hand	ba* //
51 breast	sin3 //
53 liver	 //
54 drink	pi //
57 see	dEx //
58 hear	su //
61 die	m3r //
66 come	ao //
72 sun	di* //
74 star	tara //
75 water	pani //
77 stone	b3th~a //
82 fire	3gh~ //
85 path	ra //
86 mountain	 //
92 night	rath~ //
95 full	 //
96 new	no3 //
100 name	na* //",,indic,2231,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,EastIberian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance",IE.ROMANCE,stan1289,cat,ctl,,Indo-European,Indo-European,BALEAR_CATALAN,{},39.57,False,2.65,,Balear Catalan,4079420,2468,False,"BALEAR_CATALAN{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,EastIberian|@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance}
 1   39.57    2.65     4079420   ctl   cat
1 I	jo //
2 you	tu //
3 we	noltros //
11 one	uns //
12 two	dos //
18 person	p3rson3 //
19 fish	peiS //
21 dog	ka //
22 louse	 //
23 tree	abr3 //
25 leaf	fuL3, fuy3 //
28 skin	peL //
30 blood	saN //
31 bone	os //
34 horn	ba53 //
39 ear	orEL3, orEy3 //
40 eye	uL, uy //
41 nose	nas //
43 tooth	dent //
44 tongue	LeNgw$3 //
47 knee	Z3noL, ZonoL //
48 hand	ma //
51 breast	 //
53 liver	 //
54 drink	bEur3 //
57 see	vEur3 //
58 hear	s3nti //
61 die	muri //
66 come	 //
72 sun	sol //
74 star	3stEl //
75 water	aigo //
77 stone	pedr3 //
82 fire	foT //
85 path	k3mi //
86 mountain	munta53 //
92 night	nit //
95 full	plE //
96 new	now, nou //
100 name	nom //",,romance,2468,
"Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Balochi","Indo-European,Indo-Iranian,Iranian,WesternIranian,NorthwesternIranian,Balochic",IE.IRANIAN,east2304,bgp,blc,,Indo-European,Indo-European,BALOCHI_EASTERN,{},28.0,False,62.0,,Balochi Eastern,3050800,2390,False,"BALOCHI_EASTERN{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Balochi|@Indo-European,Indo-Iranian,Iranian,WesternIranian,NorthwesternIranian,Balochic}
 1   28.00   62.00     3050800   blc   bgp
1 I	mah, man //
2 you	 //
3 we	ma //
11 one	yak, yek //
12 two	do //
18 person	mardum //
19 fish	mahi //
21 dog	biN //
22 louse	 //
23 tree	daraSk~ //
25 leaf	th~akh~ //
28 skin	post~ //
30 blood	lanj~ //
31 bone	 //
34 horn	Sah, naz //
39 ear	 //
40 eye	Ch~am //
41 nose	ph~onz~ //
43 tooth	dath~an //
44 tongue	zawan //
47 knee	kh~ond~ //
48 hand	dast~ //
51 breast	gw~ar //
53 liver	lagh~ar //
54 drink	lawaSagh~ //
57 see	dith~a, gind~ //
58 hear	aSkanagh~, aSkuth~a //
61 die	mir, murth~a //
66 come	agh~, amadan //
72 sun	roC //
74 star	astar //
75 water	ab, af //
77 stone	siN //
82 fire	as //
85 path	 //
86 mountain	koh, ph~awad //
92 night	Sap //
95 full	ph~ur //
96 new	nokh~ //
100 name	nam //",,iranian,2390,
"Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Balochi","Indo-European,Indo-Iranian,Iranian,WesternIranian,NorthwesternIranian,Balochic",IE.IRANIAN,west2368,bgn,,,Indo-European,Indo-European,BALOCHI_WESTERN,{},37.83,False,62.17,,Balochi Western,2016840,2391,False,"BALOCHI_WESTERN{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Balochi|@Indo-European,Indo-Iranian,Iranian,WesternIranian,NorthwesternIranian,Balochic}
 1   37.83   62.17     2016840         bgn
1 I	man //
2 you	8a //
3 we	maSma, muSma //
11 one	yak //
12 two	8u //
18 person	kas //
19 fish	mai //
21 dog	kuCak //
22 louse	 //
23 tree	8rax8 //
25 leaf	balg //
28 skin	 //
30 blood	on //
31 bone	a8 //
34 horn	 //
39 ear	goS //
40 eye	Cam //
41 nose	 //
43 tooth	8a48an //
44 tongue	zuban //
47 knee	 //
48 hand	8as8 //
51 breast	gwar //
53 liver	 //
54 drink	 //
57 see	gi48 //
58 hear	uSkin //
61 die	mir //
66 come	a //
72 sun	roC //
74 star	s8ar //
75 water	ap //
77 stone	siNg //
82 fire	a8iS //
85 path	 //
86 mountain	koh //
92 night	Sap //
95 full	ser //
96 new	nok //
100 name	nam //",,iranian,2391,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Vlax","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani",IE.INDIC,vlax1238,rmy,rka,,Indo-European,Indo-European,BANATISKI_GURBET_ROMANI,{},45.4,False,20.18,,Banatiski Gurbet Romani,476180,2232,False,"BANATISKI_GURBET_ROMANI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Vlax|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani}
 1   45.40   20.18      476180   rka   rmy
1 I	me //
2 you	tu //
3 we	ame //
11 one	yek //
12 two	duy //
18 person	 //
19 fish	maSo //
21 dog	Zukel //
22 louse	piSom, Zuva //
23 tree	kaS, privin //
25 leaf	patrin //
28 skin	morkh~i //
30 blood	rat //
31 bone	%kokalo // loan from Greek
34 horn	rogo //
39 ear	kan //
40 eye	yakh~ //
41 nose	nakh~ //
43 tooth	dand~ //
44 tongue	Sib //
47 knee	Sang~ //
48 hand	vas //
51 breast	SuSi //
53 liver	%buko, yetra // probably borrowed from an unidentified language (LWT)
54 drink	pela //
57 see	dikh~ela //
58 hear	aSunela //
61 die	merela //
66 come	avela //
72 sun	kh~am //
74 star	Serain //
75 water	pay //
77 stone	bar //
82 fire	yag //
85 path	staza //
86 mountain	planina //
92 night	ry~at //
95 full	phy$ardo //
96 new	nevo //
100 name	anav //",,indic,2232,
"Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto","Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto",IE.IRANIAN,cent1973,pst,psh,,Indo-European,Indo-European,BANNU_PASHTO,{},32.98,False,70.6,,Bannu Pashto,6520000,2392,False,"BANNU_PASHTO{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto|@Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto}
 1   32.98   70.60     6520000   psh   pst
1 I	z3 //
2 you	t3 //
3 we	meZa //
11 one	you //
12 two	dw~a //
18 person	sarai //
19 fish	k3b //
21 dog	spai //
22 louse	 //
23 tree	wona //
25 leaf	po*nie //
28 skin	s3rm3n, carm3n //
30 blood	wina //
31 bone	h3dik3 //
34 horn	Sk3r //
39 ear	xw~3Z //
40 eye	st3rga //
41 nose	peza //
43 tooth	xw~3S //
44 tongue	Z3ba //
47 knee	 //
48 hand	los //
51 breast	sina //
53 liver	 //
54 drink	C3 //
57 see	lid3 //
58 hear	rw~ed3 //
61 die	m3r //
66 come	rox //
72 sun	mir //
74 star	stera //
75 water	eb3 //
77 stone	ko*ra //
82 fire	yer //
85 path	Lar //
86 mountain	 //
92 night	Spa //
95 full	 //
96 new	n3wa //
100 name	num //",,iranian,2392,
"Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto","Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto",IE.IRANIAN,nort2646,pbu,,,Indo-European,Indo-European,BAR_PASHTO,{},35.12,False,71.74,,Bar Pashto,21038000,2393,False,"BAR_PASHTO{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto|@Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto}
 1   35.12   71.74    21038000         pbu
1 I	z3 //
2 you	t3 //
3 we	muNga //
11 one	y3o //
12 two	dw~a //
18 person	s3re //
19 fish	m3yi //
21 dog	spe //
22 louse	 //
23 tree	bute //
25 leaf	p3*na //
28 skin	c3rm3n //
30 blood	ina //
31 bone	aduk3i //
34 horn	xk3r //
39 ear	xw~3g //
40 eye	st3rg3 //
41 nose	poza //
43 tooth	xax //
44 tongue	Ziba //
47 knee	 //
48 hand	las //
51 breast	sina //
53 liver	 //
54 drink	sx~3 //
57 see	lid3 //
58 hear	wred3 //
61 die	m3r //
66 come	r3x //
72 sun	nm3r st3rga //
74 star	store //
75 water	ub3 //
77 stone	tiga //
82 fire	wor //
85 path	lar //
86 mountain	 //
92 night	Spa //
95 full	 //
96 new	n3we //
100 name	nama //",,iranian,2393,
"Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto","Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto",IE.IRANIAN,nort2646,pbu,,,Indo-European,Indo-European,BATAGRAM_PASHTO,{},34.69,False,73.11,,Batagram Pashto,21038000,2394,False,"BATAGRAM_PASHTO{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto|@Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto}
 1   34.69   73.11    21038000         pbu
1 I	z3 //
2 you	t3 //
3 we	muNga, m3Nga //
11 one	yao //
12 two	dw~a //
18 person	sare //
19 fish	m3ye //
21 dog	spe //
22 louse	 //
23 tree	w3n3 //
25 leaf	pan3 //
28 skin	c3rm3n //
30 blood	wina //
31 bone	aduke //
34 horn	xk3r //
39 ear	xw~3g //
40 eye	st3rg3 //
41 nose	poz3 //
43 tooth	xax //
44 tongue	jib3 //
47 knee	 //
48 hand	leC3, las //
51 breast	sina //
53 liver	 //
54 drink	sk3 //
57 see	lid3 //
58 hear	wred3 //
61 die	m3r //
66 come	rax //
72 sun	nw~3r //
74 star	store //
75 water	ub3 //
77 stone	kane, g3ta //
82 fire	our //
85 path	lar //
86 mountain	 //
92 night	Spa //
95 full	 //
96 new	n3we, nEwe //
100 name	num //",,iranian,2394,
"Austronesian,Malayo-Polynesian,NorthwestSumatra-BarrierIslands,Batak,Southern","Austronesian,NuclearAustronesian,Malayo-Polynesian,NorthwestSumatra-BarrierIslands,Toba-Batak,SouthernBatak,Tobaic,Angkola-Mandailing",An.NORTHWEST_SUMATRA-BARRIER_ISLANDS,bata1290,akb,,,Austronesian,Austronesian,BATAK_ANGKOLA,{},2.0,False,100.5,,Batak Angkola,750000,4107,False,"BATAK_ANGKOLA{An.NORTHWEST_SUMATRA-BARRIER_ISLANDS|Austronesian,Malayo-Polynesian,NorthwestSumatra-BarrierIslands,Batak,Southern|@Austronesian,NuclearAustronesian,Malayo-Polynesian,NorthwestSumatra-BarrierIslands,Toba-Batak,SouthernBatak,Tobaic,Angkola-Mandailing}
 1    2.00  100.50      750000         akb
1 I	 //
2 you	 //
3 we	hita //
11 one	 //
12 two	doea //
18 person	halak //
19 fish	 //
21 dog	anjiN, asoe //
22 louse	gomit //
23 tree	 //
25 leaf	boeloeN //
28 skin	bobak //
30 blood	 //
31 bone	 //
34 horn	 //
39 ear	piNgol //
40 eye	mata //
41 nose	igoeN //
43 tooth	 //
44 tongue	dila //
47 knee	tot //
48 hand	taNan //
51 breast	andora //
53 liver	ateate //
54 drink	minoem //
57 see	 //
58 hear	tandoek //
61 die	 //
66 come	ro //
72 sun	 //
74 star	 //
75 water	aek //
77 stone	batoe //
82 fire	api //
85 path	 //
86 mountain	tor //
92 night	borNin //
95 full	boeta //
96 new	imbaroe //
100 name	 //",,northwestsumatrabarrierislands,4107,
"Austronesian,Malayo-Polynesian,NorthwestSumatra-BarrierIslands,Batak,Southern","Austronesian,NuclearAustronesian,Malayo-Polynesian,NorthwestSumatra-BarrierIslands,Toba-Batak,SouthernBatak,Tobaic,Angkola-Mandailing",An.NORTHWEST_SUMATRA-BARRIER_ISLANDS,bata1291,btm,,,Austronesian,Austronesian,BATAK_MANDAILING,{},1.0,False,100.0,,Batak Mandailing,1100000,4108,False,"BATAK_MANDAILING{An.NORTHWEST_SUMATRA-BARRIER_ISLANDS|Austronesian,Malayo-Polynesian,NorthwestSumatra-BarrierIslands,Batak,Southern|@Austronesian,NuclearAustronesian,Malayo-Polynesian,NorthwestSumatra-BarrierIslands,Toba-Batak,SouthernBatak,Tobaic,Angkola-Mandailing}
 1    1.00  100.00     1100000         btm
1 I	 //
2 you	 //
3 we	hita //
11 one	 //
12 two	doea //
18 person	halak //
19 fish	 //
21 dog	anjiN, asoe //
22 louse	gomit //
23 tree	 //
25 leaf	boeloeN //
28 skin	bobak //
30 blood	daro //
31 bone	 //
34 horn	 //
39 ear	piNgol //
40 eye	mata //
41 nose	igoeN //
43 tooth	 //
44 tongue	dila //
47 knee	tot //
48 hand	taNan //
51 breast	andora //
53 liver	ateate //
54 drink	minoem //
57 see	 //
58 hear	tandoek //
61 die	 //
66 come	ro //
72 sun	 //
74 star	 //
75 water	aek //
77 stone	batoe //
82 fire	api //
85 path	 //
86 mountain	tor //
92 night	borNin //
95 full	boeta //
96 new	imbaroe //
100 name	 //",,northwestsumatrabarrierislands,4108,
"Indo-European,Balto-Slavic,Slavic,East","Indo-European,Balto-Slavic,Slavic,EastSlavic",IE.SLAVIC,bela1254,bel,blr,,Indo-European,Indo-European,BELARUSIAN,{},54.0,False,28.0,,Belarusian,2537640,2516,False,"BELARUSIAN{IE.SLAVIC|Indo-European,Balto-Slavic,Slavic,East|@Indo-European,Balto-Slavic,Slavic,EastSlavic}
 1   54.00   28.00     2537640   blr   bel
1 I	ya //
2 you	ti //
3 we	mi //
11 one	acin //
12 two	dva //
18 person	CaLavy~Ek //
19 fish	riba //
21 dog	sabaka //
22 louse	voS //
23 tree	drEva //
25 leaf	list //
28 skin	skura //
30 blood	krou, krow //
31 bone	koSC //
34 horn	roh //
39 ear	vuxa //
40 eye	voka //
41 nose	nos //
43 tooth	zub //
44 tongue	yazik //
47 knee	kalEna, kaLEna //
48 hand	daLo5, ruka //
51 breast	hruci //
53 liver	py~ECa5 //
54 drink	piC //
57 see	baCiC //
58 hear	CuC //
61 die	pamiraC //
66 come	prixociC //
72 sun	sonca //
74 star	zorka //
75 water	vada //
77 stone	kamy~E5 //
82 fire	aho5 //
85 path	daroha, Slax //
86 mountain	hara //
92 night	noC //
95 full	pouni, powni //
96 new	novi //
100 name	imy~a, nazva //",,slavic,2516,
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Bengali-Assamese","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanEasternzone,Oriya-Gauda-Kamrupa,Gauda-Kamrupa,Gauda-Banga",IE.INDIC,beng1280,ben,ben,,Indo-European,Indo-European,BENGALI,{},24.0,False,90.0,,Bengali,189144830,2233,False,"BENGALI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Bengali-Assamese|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanEasternzone,Oriya-Gauda-Kamrupa,Gauda-Kamrupa,Gauda-Banga}
 1   24.00   90.00   189144830   ben   ben
1 I	ami //
2 you	tumi, apni //
3 we	amra //
11 one	ek //
12 two	dui //
18 person	manuS, lok //
19 fish	maCh~ //
21 dog	kukur //
22 louse	ukun //
23 tree	gaCh~ //
25 leaf	pata //
28 skin	Camra //
30 blood	rokto //
31 bone	hari //
34 horn	SiN //
39 ear	kan //
40 eye	Cokh~ //
41 nose	nak //
43 tooth	da*t //
44 tongue	jibh~, jiba //
47 knee	ha*tu //
48 hand	hat //
51 breast	buk //
53 liver	kolje //
54 drink	pan //
57 see	dekh~ //
58 hear	Son //
61 die	mor //
66 come	aS //
72 sun	Surjo //
74 star	tara //
75 water	pani, jol //
77 stone	path~or //
82 fire	agun //
85 path	rasta, poth~ //
86 mountain	pahar //
92 night	ratro, rat //
95 full	bh~ora //
96 new	notun //
100 name	nam //",,indic,2233,
"Indo-European,Germanic,West,HighGerman,German,UpperGerman,Alemannic","Indo-European,Germanic,NorthwestGermanic,WestGermanic,HighGerman,Middle-ModernHighGerman,ModernHighGerman,AlpineGermanic,Alemannic",IE.GERMANIC,swis1247,gsw,alt,,Indo-European,Indo-European,BERNESE_GERMAN,{},47.0,False,7.42,,Bernese German,6324200,2181,False,"BERNESE_GERMAN{IE.GERMANIC|Indo-European,Germanic,West,HighGerman,German,UpperGerman,Alemannic|@Indo-European,Germanic,NorthwestGermanic,WestGermanic,HighGerman,Middle-ModernHighGerman,ModernHighGerman,AlpineGermanic,Alemannic}
 1   47.00    7.42     6324200   alt   gsw
1 I	ig //
2 you	du //
3 we	mir //
11 one	Eis //
12 two	cw~ei //
18 person	menS~ //
19 fish	fiS //
21 dog	huN //
22 louse	lus //
23 tree	boum //
25 leaf	blot //
28 skin	hut //
30 blood	bluet //
31 bone	xnoxe //
34 horn	horn //
39 ear	or //
40 eye	oug //
41 nose	nose //
43 tooth	coN //
44 tongue	cuNe //
47 knee	xnei //
48 hand	hoN //
51 breast	bruSt //
53 liver	lEbere //
54 drink	triNk~e //
57 see	gse //
58 hear	ghere //
61 die	StErbe //
66 come	xo //
72 sun	sunne //
74 star	StErn //
75 water	vosser //
77 stone	StEi, xemp~ //
82 fire	fir //
85 path	vEg //
86 mountain	bErg //
92 night	not //
95 full	fou //
96 new	nei //
100 name	nome //",,germanic,2181,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Pahari,WesternPahari","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthernzone,Himachali,Kangric-Chamealic-Bhattiyali,Chamealic,Bhadrawahi-Bhalesi-Curahi",IE.INDIC,bhad1241,bhd,,,Indo-European,Indo-European,BHADRAWAHI,{},33.15,False,75.55,,Bhadrawahi,53000,2234,False,"BHADRAWAHI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Pahari,WesternPahari|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthernzone,Himachali,Kangric-Chamealic-Bhattiyali,Chamealic,Bhadrawahi-Bhalesi-Curahi}
 1   33.15   75.55       53000         bhd
1 I	au //
2 you	tu //
3 we	as //
11 one	ak //
12 two	dui //
18 person	 //
19 fish	masli //
21 dog	kutar //
22 louse	 //
23 tree	buta //
25 leaf	 //
28 skin	 //
30 blood	 //
31 bone	 //
34 horn	 //
39 ear	kan //
40 eye	eCi //
41 nose	nak //
43 tooth	dant //
44 tongue	zibh //
47 knee	 //
48 hand	 //
51 breast	 //
53 liver	 //
54 drink	pinu //
57 see	hairnu //
58 hear	Sunu //
61 die	 //
66 come	ejnu //
72 sun	diharo //
74 star	taro //
75 water	pani //
77 stone	 //
82 fire	 //
85 path	 //
86 mountain	dhar // hill
92 night	dlaz //
95 full	 //
96 new	 //
100 name	 //",,indic,2234,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Pahari,WesternPahari","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthernzone,Himachali,Kangric-Chamealic-Bhattiyali,Chamealic",IE.INDIC,bhat1263,bht,,,Indo-European,Indo-European,BHATTIYALI,{},32.55,False,76.12,,Bhattiyali,102000,2235,False,"BHATTIYALI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Pahari,WesternPahari|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthernzone,Himachali,Kangric-Chamealic-Bhattiyali,Chamealic}
 1   32.55   76.12      102000         bht
1 I	mai //
2 you	tu //
3 we	asa, asi //
11 one	ik //
12 two	do //
18 person	 //
19 fish	maCi //
21 dog	kuta //
22 louse	 //
23 tree	rukh, buta //
25 leaf	 //
28 skin	 //
30 blood	 //
31 bone	 //
34 horn	 //
39 ear	kan //
40 eye	hakhi //
41 nose	nak //
43 tooth	dand //
44 tongue	jibh //
47 knee	 //
48 hand	hath //
51 breast	 //
53 liver	 //
54 drink	pina //
57 see	dikhna //
58 hear	suna //
61 die	marna //
66 come	auna //
72 sun	dihara //
74 star	tara //
75 water	pani //
77 stone	 //
82 fire	 //
85 path	 //
86 mountain	dhar, pahar // hill
92 night	rat //
95 full	 //
96 new	 //
100 name	 //",,indic,2235,
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Bihari","Indo-European,Indo-Iranian,Indo-Aryan,Bihari,WesternMagadhan,Bhojpuric",IE.INDIC,bhoj1244,bho,bho,,Indo-European,Indo-European,BHOIPURI,{},26.0,False,84.0,,Bhoipuri,39445300,2236,False,"BHOIPURI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Bihari|@Indo-European,Indo-Iranian,Indo-Aryan,Bihari,WesternMagadhan,Bhojpuric}
 1   26.00   84.00    39445300   bho   bho
1 I	me* //
2 you	tu, tu* //
3 we	hama //
11 one	ek //
12 two	dui //
18 person	 //
19 fish	 //
21 dog	kukura //
22 louse	 //
23 tree	rukh~ //
25 leaf	pat //
28 skin	bokola //
30 blood	 //
31 bone	har //
34 horn	si*gh~ //
39 ear	kan //
40 eye	akh~i //
41 nose	nak //
43 tooth	da*t //
44 tongue	jibh~i //
47 knee	 //
48 hand	hath~ //
51 breast	 //
53 liver	 //
54 drink	pi //
57 see	dekh~ //
58 hear	sun //
61 die	muwal //
66 come	 //
72 sun	suruj //
74 star	naCattar //
75 water	pani //
77 stone	path~al //
82 fire	agi //
85 path	bat //
86 mountain	 //
92 night	rati //
95 full	 //
96 new	 //
100 name	nam //",,indic,2236,
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Bihari","Indo-European,Indo-Iranian,Indo-Aryan,Bihari,WesternMagadhan,Bhojpuric",IE.INDIC,bhoj1244,bho,bho,,Indo-European,Indo-European,BHOJPURI,{},26.0,False,84.0,,Bhojpuri,39445300,2237,False,"BHOJPURI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Bihari|@Indo-European,Indo-Iranian,Indo-Aryan,Bihari,WesternMagadhan,Bhojpuric}
 1   26.00   84.00    39445300   bho   bho
1 I	ham //
2 you	tu //
3 we	haman //
11 one	ek //
12 two	dui //
18 person	 //
19 fish	 //
21 dog	kukur //
22 louse	dh~il //
23 tree	per //
25 leaf	pat //
28 skin	bokala //
30 blood	 //
31 bone	har //
34 horn	si*gh~i //
39 ear	kan //
40 eye	akh~i //
41 nose	nak //
43 tooth	da*t //
44 tongue	jibh~i //
47 knee	 //
48 hand	hath~ //
51 breast	 //
53 liver	 //
54 drink	pi //
57 see	dekh~ //
58 hear	 //
61 die	 //
66 come	a //
72 sun	suruj //
74 star	 //
75 water	pani //
77 stone	path~al //
82 fire	agi //
85 path	rah //
86 mountain	 //
92 night	rati //
95 full	 //
96 new	 //
100 name	na*u* //",,indic,2237,
